id,sumber,kelompok,nama_kelompok,kategori,sepakat_3_algoritma,jarak_ke_pusat
1052,latih,15,PCB dan tumpukan campuran,komponen,0,0.8567
1053,latih,15,PCB dan tumpukan campuran,komponen,0,0.7959
1054,latih,15,PCB dan tumpukan campuran,komponen,0,0.8153
1055,latih,7,TV/monitor layar datar,layar,0,0.7889
1056,latih,10,Keyboard,ti,1,0.4374
1057,latih,14,Ponsel,ti,1,0.8632
1058,latih,14,Ponsel,ti,1,0.813
1059,latih,14,Ponsel,ti,1,0.8597
1060,latih,9,Laptop,layar,1,0.9075
1061,latih,7,TV/monitor layar datar,layar,0,0.7477
1062,latih,7,TV/monitor layar datar,layar,0,0.7582
1063,latih,7,TV/monitor layar datar,layar,0,0.7644
1064,latih,7,TV/monitor layar datar,layar,0,0.7821
1065,latih,14,Ponsel,ti,1,0.7913
1066,latih,14,Ponsel,ti,1,0.616
1067,latih,14,Ponsel,ti,1,0.3296
1068,latih,14,Ponsel,ti,1,0.4105
1069,latih,14,Ponsel,ti,1,0.3488
1070,latih,7,TV/monitor layar datar,layar,0,0.9162
1071,latih,15,PCB dan tumpukan campuran,komponen,0,1.0456
1072,latih,15,PCB dan tumpukan campuran,komponen,0,0.9357
1073,latih,0,Aki (baterai timbal-asam),baterai,1,0.9462
1074,latih,9,Laptop,layar,1,0.7848
1075,latih,9,Laptop,layar,1,0.7738
1076,latih,9,Laptop,layar,1,0.6947
1077,latih,9,Laptop,layar,1,0.6888
1078,latih,9,Laptop,layar,1,0.6926
1079,latih,9,Laptop,layar,1,0.435
1080,latih,14,Ponsel,ti,1,0.2992
1081,latih,14,Ponsel,ti,1,0.5884
1082,latih,14,Ponsel,ti,1,0.2841
1083,latih,14,Ponsel,ti,1,0.5926
1084,latih,14,Ponsel,ti,1,0.4758
1085,latih,14,Ponsel,ti,1,0.8373
1086,latih,14,Ponsel,ti,1,0.2292
1087,latih,14,Ponsel,ti,1,0.2855
1088,latih,13,Mouse,ti,1,0.3897
1089,latih,13,Mouse,ti,1,0.3047
1090,latih,13,Mouse,ti,1,0.388
1091,latih,14,Ponsel,ti,1,0.4118
1092,latih,14,Ponsel,ti,1,0.4255
1093,latih,14,Ponsel,ti,1,0.4398
1094,latih,14,Ponsel,ti,1,0.3737
1095,latih,14,Ponsel,ti,1,0.3919
1096,latih,14,Ponsel,ti,1,0.7061
1097,latih,7,TV/monitor layar datar,layar,0,0.8077
1098,latih,7,TV/monitor layar datar,layar,0,0.7802
1099,latih,7,TV/monitor layar datar,layar,0,0.7607
1100,latih,7,TV/monitor layar datar,layar,0,0.7766
1101,latih,7,TV/monitor layar datar,layar,0,0.6997
1102,latih,7,TV/monitor layar datar,layar,0,0.782
1103,latih,10,Keyboard,ti,1,0.4645
1104,latih,10,Keyboard,ti,1,0.4545
1105,latih,13,Mouse,ti,1,0.3712
1106,latih,13,Mouse,ti,1,0.4133
1107,latih,10,Keyboard,ti,1,0.5826
1108,latih,10,Keyboard,ti,1,0.5001
1109,latih,10,Keyboard,ti,0,0.9604
1110,latih,9,Laptop,layar,1,0.42
1111,latih,9,Laptop,layar,1,0.4996
1112,latih,9,Laptop,layar,1,0.4779
1113,latih,9,Laptop,layar,1,0.4251
1114,latih,9,Laptop,layar,1,0.3878
1115,latih,9,Laptop,layar,1,0.4107
1116,latih,9,Laptop,layar,1,0.3915
1117,latih,14,Ponsel,ti,1,0.3407
1118,latih,14,Ponsel,ti,1,0.4433
1119,latih,14,Ponsel,ti,1,0.3431
1120,latih,14,Ponsel,ti,1,0.4187
1121,latih,14,Ponsel,ti,1,0.5485
1122,latih,14,Ponsel,ti,1,0.5739
1123,latih,14,Ponsel,ti,1,0.61
1124,latih,14,Ponsel,ti,1,0.4806
1125,latih,9,Laptop,layar,1,0.4505
1126,latih,9,Laptop,layar,1,0.4809
1127,latih,9,Laptop,layar,1,0.5857
1128,latih,9,Laptop,layar,1,0.5383
1129,latih,9,Laptop,layar,1,0.4872
1130,latih,9,Laptop,layar,1,0.4965
1131,latih,9,Laptop,layar,1,0.4466
1132,latih,9,Laptop,layar,1,0.4045
1133,latih,9,Laptop,layar,1,0.4051
1134,latih,9,Laptop,layar,1,0.7412
1135,latih,9,Laptop,layar,1,0.7426
1136,latih,9,Laptop,layar,1,0.758
1137,latih,9,Laptop,layar,1,0.7673
1138,latih,9,Laptop,layar,1,0.7294
1139,latih,9,Laptop,layar,1,0.7306
1140,latih,9,Laptop,layar,1,0.7644
1141,latih,9,Laptop,layar,1,0.7408
1142,latih,9,Laptop,layar,1,0.7377
1143,latih,9,Laptop,layar,1,0.7618
1144,latih,9,Laptop,layar,1,0.7539
1145,latih,9,Laptop,layar,1,0.7511
1146,latih,9,Laptop,layar,1,0.7354
1147,latih,14,Ponsel,ti,1,0.3247
1148,latih,14,Ponsel,ti,1,0.38
1149,latih,14,Ponsel,ti,1,0.3585
1150,latih,14,Ponsel,ti,1,0.3305
1151,latih,9,Laptop,layar,1,0.6988
1152,latih,13,Mouse,ti,1,0.2499
1153,latih,13,Mouse,ti,1,0.2603
1154,latih,13,Mouse,ti,1,0.3024
1155,latih,14,Ponsel,ti,1,0.4442
1156,latih,13,Mouse,ti,1,0.3272
1157,latih,10,Keyboard,ti,1,0.6586
1158,latih,10,Keyboard,ti,1,0.6233
1159,latih,10,Keyboard,ti,1,0.6743
1160,latih,7,TV/monitor layar datar,layar,0,0.6762
1161,latih,0,Aki (baterai timbal-asam),baterai,1,0.6999
1162,latih,0,Aki (baterai timbal-asam),baterai,1,0.7411
1163,latih,5,Pemutar CD/radio,kecil,0,0.8991
1164,latih,5,Pemutar CD/radio,kecil,0,0.9608
1165,latih,2,Turntable,kecil,0,0.945
1166,latih,9,Laptop,layar,1,0.4144
1167,latih,10,Keyboard,ti,1,0.5322
1168,latih,10,Keyboard,ti,1,0.7004
1169,latih,0,Aki (baterai timbal-asam),baterai,1,0.806
1170,latih,0,Aki (baterai timbal-asam),baterai,1,0.7314
1171,latih,0,Aki (baterai timbal-asam),baterai,1,0.6536
1172,latih,0,Aki (baterai timbal-asam),baterai,1,0.7606
1173,latih,0,Aki (baterai timbal-asam),baterai,1,0.7032
1174,latih,0,Aki (baterai timbal-asam),baterai,1,0.6648
1175,latih,15,PCB dan tumpukan campuran,komponen,0,0.954
1176,latih,15,PCB dan tumpukan campuran,komponen,0,0.9662
1177,latih,15,PCB dan tumpukan campuran,komponen,0,0.9112
1178,latih,0,Aki (baterai timbal-asam),baterai,1,0.8816
1179,latih,0,Aki (baterai timbal-asam),baterai,1,0.7691
1180,latih,0,Aki (baterai timbal-asam),baterai,1,0.9547
1181,latih,0,Aki (baterai timbal-asam),baterai,1,0.9381
1182,latih,13,Mouse,ti,1,0.8204
1183,latih,10,Keyboard,ti,1,0.3944
1184,latih,10,Keyboard,ti,1,0.4015
1185,latih,10,Keyboard,ti,1,0.5778
1186,latih,10,Keyboard,ti,1,0.4673
1187,latih,10,Keyboard,ti,1,0.4504
1188,latih,10,Keyboard,ti,1,0.4265
1189,latih,10,Keyboard,ti,1,0.404
1190,latih,10,Keyboard,ti,1,0.6528
1191,latih,10,Keyboard,ti,1,0.5789
1192,latih,10,Keyboard,ti,1,0.8173
1193,latih,9,Laptop,layar,1,0.798
1194,latih,10,Keyboard,ti,1,0.5793
1195,latih,9,Laptop,layar,1,0.7233
1196,latih,10,Keyboard,ti,1,0.3901
1197,latih,10,Keyboard,ti,1,0.438
1198,latih,10,Keyboard,ti,1,0.5411
1199,latih,10,Keyboard,ti,1,0.5285
1200,latih,10,Keyboard,ti,1,0.7384
1201,latih,10,Keyboard,ti,1,0.464
1202,latih,10,Keyboard,ti,1,0.411
1203,latih,10,Keyboard,ti,0,0.7265
1204,latih,10,Keyboard,ti,1,0.5145
1205,latih,10,Keyboard,ti,0,0.9351
1206,latih,10,Keyboard,ti,1,0.4693
1207,latih,10,Keyboard,ti,1,0.4612
1208,latih,10,Keyboard,ti,1,0.3991
1209,latih,10,Keyboard,ti,1,0.3068
1210,latih,10,Keyboard,ti,1,0.3831
1211,latih,10,Keyboard,ti,1,0.4178
1212,latih,10,Keyboard,ti,1,0.4701
1213,latih,10,Keyboard,ti,1,0.8427
1214,latih,10,Keyboard,ti,1,0.5424
1215,latih,10,Keyboard,ti,1,0.4067
1216,latih,10,Keyboard,ti,1,0.5843
1217,latih,10,Keyboard,ti,1,0.3776
1218,latih,10,Keyboard,ti,1,0.4334
1219,latih,10,Keyboard,ti,1,0.5208
1220,latih,10,Keyboard,ti,1,0.43
1221,latih,10,Keyboard,ti,0,0.7355
1222,latih,10,Keyboard,ti,1,0.6136
1223,latih,10,Keyboard,ti,1,0.3954
1224,latih,10,Keyboard,ti,1,0.4805
1225,latih,10,Keyboard,ti,1,0.4279
1226,latih,10,Keyboard,ti,0,1.0666
1227,latih,10,Keyboard,ti,1,0.4415
1228,latih,10,Keyboard,ti,1,0.694
1229,latih,10,Keyboard,ti,1,0.4122
1230,latih,10,Keyboard,ti,1,0.5707
1231,latih,10,Keyboard,ti,1,0.3907
1232,latih,10,Keyboard,ti,1,0.8588
1233,latih,10,Keyboard,ti,1,0.7597
1234,latih,10,Keyboard,ti,1,0.7531
1235,latih,10,Keyboard,ti,1,0.4067
1236,latih,10,Keyboard,ti,1,0.3411
1237,latih,10,Keyboard,ti,1,0.414
1238,latih,10,Keyboard,ti,1,0.538
1239,latih,10,Keyboard,ti,1,0.3763
1240,latih,10,Keyboard,ti,1,0.4829
1241,latih,10,Keyboard,ti,1,0.3914
1242,latih,10,Keyboard,ti,1,0.5069
1243,latih,10,Keyboard,ti,1,0.9267
1244,latih,10,Keyboard,ti,1,0.3898
1245,latih,10,Keyboard,ti,1,0.3785
1246,latih,10,Keyboard,ti,1,0.618
1247,latih,10,Keyboard,ti,1,0.4765
1248,latih,10,Keyboard,ti,1,0.4198
1249,latih,10,Keyboard,ti,1,0.4645
1250,latih,10,Keyboard,ti,1,0.3796
1251,latih,10,Keyboard,ti,1,0.3698
1252,latih,10,Keyboard,ti,1,0.7706
1253,latih,10,Keyboard,ti,1,0.3922
1254,latih,10,Keyboard,ti,1,0.6284
1255,latih,10,Keyboard,ti,1,0.3669
1256,latih,10,Keyboard,ti,1,0.3576
1257,latih,10,Keyboard,ti,1,0.6363
1258,latih,10,Keyboard,ti,1,0.498
1259,latih,10,Keyboard,ti,1,0.3828
1260,latih,10,Keyboard,ti,1,0.334
1261,latih,10,Keyboard,ti,1,0.4864
1262,latih,10,Keyboard,ti,1,0.4645
1263,latih,10,Keyboard,ti,1,0.6459
1264,latih,10,Keyboard,ti,1,0.4738
1265,latih,10,Keyboard,ti,1,0.4045
1266,latih,10,Keyboard,ti,1,0.5619
1267,latih,10,Keyboard,ti,1,0.4109
1268,latih,10,Keyboard,ti,1,0.3727
1269,latih,10,Keyboard,ti,1,0.4102
1270,latih,10,Keyboard,ti,0,0.8575
1271,latih,10,Keyboard,ti,1,0.6832
1272,latih,10,Keyboard,ti,1,0.3004
1273,latih,10,Keyboard,ti,1,0.4021
1274,latih,10,Keyboard,ti,1,0.361
1275,latih,10,Keyboard,ti,1,0.7233
1276,latih,10,Keyboard,ti,1,0.4234
1277,latih,10,Keyboard,ti,1,0.387
1278,latih,10,Keyboard,ti,1,0.4265
1279,latih,10,Keyboard,ti,1,0.5263
1280,latih,10,Keyboard,ti,1,0.4358
1281,latih,10,Keyboard,ti,1,0.3809
1282,latih,10,Keyboard,ti,1,0.7262
1283,latih,10,Keyboard,ti,1,0.4915
1284,latih,10,Keyboard,ti,1,0.2891
1285,latih,10,Keyboard,ti,1,0.3487
1286,latih,10,Keyboard,ti,1,0.4178
1287,latih,10,Keyboard,ti,1,0.6785
1288,latih,10,Keyboard,ti,1,0.455
1289,latih,10,Keyboard,ti,1,0.4104
1290,latih,12,Printer,ti,0,1.0477
1291,latih,10,Keyboard,ti,1,0.5422
1292,latih,10,Keyboard,ti,1,0.3116
1293,latih,10,Keyboard,ti,1,0.5719
1294,latih,9,Laptop,layar,1,0.6762
1295,latih,10,Keyboard,ti,1,0.4085
1296,latih,10,Keyboard,ti,1,0.3991
1297,latih,10,Keyboard,ti,1,0.4209
1298,latih,10,Keyboard,ti,1,0.4122
1299,latih,10,Keyboard,ti,1,0.3804
1300,latih,10,Keyboard,ti,1,0.4098
1301,latih,10,Keyboard,ti,1,0.3637
1302,latih,14,Ponsel,ti,0,1.1132
1303,latih,10,Keyboard,ti,0,0.9657
1304,latih,10,Keyboard,ti,0,0.8147
1305,latih,10,Keyboard,ti,1,0.6098
1306,latih,10,Keyboard,ti,1,0.8317
1307,latih,10,Keyboard,ti,1,0.3529
1308,latih,10,Keyboard,ti,1,0.4879
1309,latih,10,Keyboard,ti,1,0.7086
1310,latih,10,Keyboard,ti,1,0.3769
1311,latih,10,Keyboard,ti,0,0.8929
1312,latih,0,Aki (baterai timbal-asam),baterai,0,0.9491
1313,latih,10,Keyboard,ti,1,0.6983
1314,latih,10,Keyboard,ti,1,0.4069
1315,latih,10,Keyboard,ti,0,1.011
1316,latih,9,Laptop,layar,0,0.7387
1317,latih,10,Keyboard,ti,1,0.7303
1318,latih,10,Keyboard,ti,1,0.3746
1319,latih,10,Keyboard,ti,1,0.3912
1320,latih,10,Keyboard,ti,1,0.3163
1321,latih,10,Keyboard,ti,1,0.2951
1322,latih,10,Keyboard,ti,1,0.4638
1323,latih,0,Aki (baterai timbal-asam),baterai,0,0.916
1324,latih,10,Keyboard,ti,1,0.4356
1325,latih,10,Keyboard,ti,1,0.4119
1326,latih,10,Keyboard,ti,1,0.5913
1327,latih,10,Keyboard,ti,1,0.6506
1328,latih,10,Keyboard,ti,1,0.3713
1329,latih,10,Keyboard,ti,1,0.4281
1330,latih,10,Keyboard,ti,1,0.4013
1331,latih,10,Keyboard,ti,1,0.3431
1332,latih,10,Keyboard,ti,1,0.2965
1333,latih,10,Keyboard,ti,1,0.3677
1334,latih,10,Keyboard,ti,1,0.4317
1335,latih,10,Keyboard,ti,1,0.6249
1336,latih,10,Keyboard,ti,1,0.4032
1337,latih,10,Keyboard,ti,1,0.3124
1338,latih,10,Keyboard,ti,1,0.5267
1339,latih,9,Laptop,layar,1,0.7081
1340,latih,10,Keyboard,ti,0,0.8275
1341,latih,10,Keyboard,ti,1,0.4045
1342,latih,10,Keyboard,ti,0,0.8015
1343,latih,10,Keyboard,ti,1,0.4168
1344,latih,10,Keyboard,ti,0,1.0807
1345,latih,10,Keyboard,ti,1,0.4105
1346,latih,10,Keyboard,ti,1,0.4421
1347,latih,10,Keyboard,ti,1,0.4774
1348,latih,10,Keyboard,ti,1,0.4175
1349,latih,10,Keyboard,ti,1,0.3928
1350,latih,10,Keyboard,ti,1,0.3804
1351,latih,10,Keyboard,ti,1,0.7921
1352,latih,10,Keyboard,ti,1,0.3019
1353,latih,10,Keyboard,ti,1,0.5065
1354,latih,10,Keyboard,ti,1,0.4765
1355,latih,10,Keyboard,ti,0,0.9534
1356,latih,10,Keyboard,ti,1,0.5457
1357,latih,10,Keyboard,ti,1,0.3544
1358,latih,10,Keyboard,ti,1,0.5047
1359,latih,10,Keyboard,ti,1,0.3886
1360,latih,10,Keyboard,ti,1,0.4717
1361,latih,10,Keyboard,ti,0,0.7335
1362,latih,10,Keyboard,ti,1,0.398
1363,latih,10,Keyboard,ti,1,0.377
1364,latih,10,Keyboard,ti,1,0.3905
1365,latih,10,Keyboard,ti,0,1.1043
1366,latih,10,Keyboard,ti,1,0.368
1367,latih,10,Keyboard,ti,1,0.475
1368,latih,10,Keyboard,ti,1,0.4262
1369,latih,10,Keyboard,ti,1,0.5378
1370,latih,10,Keyboard,ti,1,0.4395
1371,latih,10,Keyboard,ti,1,0.4067
1372,latih,10,Keyboard,ti,0,0.9879
1373,latih,10,Keyboard,ti,1,0.7211
1374,latih,10,Keyboard,ti,0,0.978
1375,latih,10,Keyboard,ti,1,0.4318
1376,latih,10,Keyboard,ti,1,0.534
1377,latih,10,Keyboard,ti,0,0.9381
1378,latih,10,Keyboard,ti,1,0.5207
1379,latih,9,Laptop,layar,0,0.8212
1380,latih,10,Keyboard,ti,1,0.5119
1381,latih,10,Keyboard,ti,1,0.41
1382,latih,10,Keyboard,ti,1,0.4053
1383,latih,10,Keyboard,ti,0,0.8586
1384,latih,10,Keyboard,ti,1,0.6455
1385,latih,10,Keyboard,ti,1,0.6696
1386,latih,10,Keyboard,ti,1,0.525
1387,latih,10,Keyboard,ti,1,0.7891
1388,latih,10,Keyboard,ti,0,0.9641
1389,latih,10,Keyboard,ti,1,0.3823
1390,latih,10,Keyboard,ti,1,0.7731
1391,latih,10,Keyboard,ti,0,1.0801
1392,latih,10,Keyboard,ti,1,0.5844
1393,latih,10,Keyboard,ti,1,0.4891
1394,latih,10,Keyboard,ti,1,0.4176
1395,latih,10,Keyboard,ti,1,0.4006
1396,latih,10,Keyboard,ti,1,0.4913
1397,latih,10,Keyboard,ti,1,0.3636
1398,latih,10,Keyboard,ti,0,0.9192
1399,latih,10,Keyboard,ti,1,0.2789
1400,latih,10,Keyboard,ti,1,0.3958
1401,latih,10,Keyboard,ti,1,0.3802
1402,latih,10,Keyboard,ti,1,0.7911
1403,latih,10,Keyboard,ti,1,0.4442
1404,latih,10,Keyboard,ti,1,0.5912
1405,latih,10,Keyboard,ti,1,0.6727
1406,latih,10,Keyboard,ti,1,0.4756
1407,latih,10,Keyboard,ti,1,0.6443
1408,latih,10,Keyboard,ti,1,0.7143
1409,latih,9,Laptop,layar,1,0.7084
1410,latih,10,Keyboard,ti,1,0.4484
1411,latih,10,Keyboard,ti,1,0.365
1412,latih,11,Microwave,kecil,1,0.6497
1413,latih,11,Microwave,kecil,1,0.4298
1414,latih,11,Microwave,kecil,1,0.3705
1415,latih,11,Microwave,kecil,1,0.3986
1416,latih,11,Microwave,kecil,1,0.3513
1417,latih,11,Microwave,kecil,1,0.2691
1418,latih,11,Microwave,kecil,1,0.3377
1419,latih,11,Microwave,kecil,1,0.3043
1420,latih,11,Microwave,kecil,1,0.9223
1421,latih,11,Microwave,kecil,1,0.2793
1422,latih,11,Microwave,kecil,1,0.2737
1423,latih,11,Microwave,kecil,1,0.2897
1424,latih,11,Microwave,kecil,1,0.2582
1425,latih,11,Microwave,kecil,1,0.6411
1426,latih,11,Microwave,kecil,1,0.312
1427,latih,11,Microwave,kecil,1,0.3231
1428,latih,11,Microwave,kecil,1,0.4803
1429,latih,11,Microwave,kecil,1,0.4597
1430,latih,11,Microwave,kecil,1,0.2862
1431,latih,11,Microwave,kecil,1,0.3244
1432,latih,11,Microwave,kecil,1,0.6021
1433,latih,11,Microwave,kecil,1,0.5196
1434,latih,11,Microwave,kecil,1,0.2202
1435,latih,11,Microwave,kecil,1,0.6139
1436,latih,11,Microwave,kecil,1,0.4175
1437,latih,11,Microwave,kecil,1,0.2679
1438,latih,11,Microwave,kecil,1,0.3319
1439,latih,11,Microwave,kecil,1,0.2801
1440,latih,11,Microwave,kecil,1,0.3306
1441,latih,11,Microwave,kecil,1,0.2614
1442,latih,11,Microwave,kecil,1,0.2746
1443,latih,11,Microwave,kecil,1,0.4529
1444,latih,11,Microwave,kecil,1,0.3309
1445,latih,11,Microwave,kecil,1,0.3242
1446,latih,11,Microwave,kecil,1,0.3497
1447,latih,11,Microwave,kecil,1,0.2504
1448,latih,11,Microwave,kecil,1,0.2548
1449,latih,11,Microwave,kecil,1,0.7826
1450,latih,11,Microwave,kecil,1,0.3129
1451,latih,11,Microwave,kecil,1,0.5197
1452,latih,11,Microwave,kecil,1,0.6402
1453,latih,11,Microwave,kecil,1,0.8409
1454,latih,11,Microwave,kecil,1,0.7909
1455,latih,11,Microwave,kecil,1,0.3869
1456,latih,11,Microwave,kecil,1,0.6531
1457,latih,11,Microwave,kecil,1,0.2953
1458,latih,11,Microwave,kecil,1,0.3032
1459,latih,11,Microwave,kecil,1,0.3358
1460,latih,11,Microwave,kecil,1,0.4363
1461,latih,11,Microwave,kecil,1,0.221
1462,latih,11,Microwave,kecil,1,0.2711
1463,latih,11,Microwave,kecil,1,0.3268
1464,latih,11,Microwave,kecil,1,0.3081
1465,latih,11,Microwave,kecil,1,0.2949
1466,latih,11,Microwave,kecil,1,0.4167
1467,latih,11,Microwave,kecil,1,0.2898
1468,latih,11,Microwave,kecil,1,0.3051
1469,latih,11,Microwave,kecil,1,0.2688
1470,latih,11,Microwave,kecil,1,0.4249
1471,latih,11,Microwave,kecil,1,0.381
1472,latih,11,Microwave,kecil,1,0.2962
1473,latih,11,Microwave,kecil,1,0.232
1474,latih,11,Microwave,kecil,1,0.282
1475,latih,11,Microwave,kecil,1,0.2839
1476,latih,11,Microwave,kecil,1,0.2869
1477,latih,11,Microwave,kecil,1,0.2704
1478,latih,11,Microwave,kecil,1,0.2897
1479,latih,11,Microwave,kecil,1,0.3027
1480,latih,11,Microwave,kecil,1,0.3706
1481,latih,11,Microwave,kecil,1,0.4969
1482,latih,11,Microwave,kecil,1,0.392
1483,latih,11,Microwave,kecil,1,0.2379
1484,latih,11,Microwave,kecil,1,0.6656
1485,latih,11,Microwave,kecil,1,0.2898
1486,latih,11,Microwave,kecil,1,0.2421
1487,latih,11,Microwave,kecil,1,0.2926
1488,latih,11,Microwave,kecil,1,0.5513
1489,latih,11,Microwave,kecil,1,0.247
1490,latih,11,Microwave,kecil,1,0.2943
1491,latih,11,Microwave,kecil,1,0.3116
1492,latih,11,Microwave,kecil,1,0.7603
1493,latih,11,Microwave,kecil,1,0.4303
1494,latih,11,Microwave,kecil,1,0.3008
1495,latih,11,Microwave,kecil,1,0.288
1496,latih,11,Microwave,kecil,1,0.4509
1497,latih,11,Microwave,kecil,1,0.2851
1498,latih,11,Microwave,kecil,1,0.3534
1499,latih,11,Microwave,kecil,1,0.2804
1500,latih,11,Microwave,kecil,1,0.5979
1501,latih,11,Microwave,kecil,1,0.4037
1502,latih,11,Microwave,kecil,1,0.3047
1503,latih,11,Microwave,kecil,1,0.2898
1504,latih,11,Microwave,kecil,1,0.3127
1505,latih,11,Microwave,kecil,1,0.4682
1506,latih,11,Microwave,kecil,1,0.3604
1507,latih,11,Microwave,kecil,1,0.5119
1508,latih,11,Microwave,kecil,1,0.2992
1509,latih,11,Microwave,kecil,1,0.6397
1510,latih,11,Microwave,kecil,1,0.257
1511,latih,11,Microwave,kecil,1,0.2806
1512,latih,11,Microwave,kecil,1,0.2134
1513,latih,11,Microwave,kecil,1,0.2782
1514,latih,11,Microwave,kecil,1,0.2935
1515,latih,11,Microwave,kecil,1,0.2949
1516,latih,11,Microwave,kecil,1,0.4659
1517,latih,11,Microwave,kecil,1,0.3609
1518,latih,11,Microwave,kecil,1,0.283
1519,latih,11,Microwave,kecil,1,0.3133
1520,latih,11,Microwave,kecil,1,0.3983
1521,latih,11,Microwave,kecil,1,0.2803
1522,latih,11,Microwave,kecil,1,0.3593
1523,latih,11,Microwave,kecil,1,0.3072
1524,latih,11,Microwave,kecil,1,0.2966
1525,latih,11,Microwave,kecil,1,0.4688
1526,latih,11,Microwave,kecil,1,0.2859
1527,latih,11,Microwave,kecil,1,0.456
1528,latih,11,Microwave,kecil,1,0.2549
1529,latih,11,Microwave,kecil,1,0.2866
1530,latih,11,Microwave,kecil,1,0.7426
1531,latih,11,Microwave,kecil,1,0.3034
1532,latih,11,Microwave,kecil,1,0.2919
1533,latih,11,Microwave,kecil,1,0.3263
1534,latih,11,Microwave,kecil,1,0.2565
1535,latih,11,Microwave,kecil,1,0.5692
1536,latih,11,Microwave,kecil,1,0.566
1537,latih,11,Microwave,kecil,1,0.3202
1538,latih,11,Microwave,kecil,1,0.2914
1539,latih,11,Microwave,kecil,1,0.5819
1540,latih,11,Microwave,kecil,1,0.6362
1541,latih,11,Microwave,kecil,1,0.3218
1542,latih,11,Microwave,kecil,1,0.3971
1543,latih,11,Microwave,kecil,1,0.2671
1544,latih,11,Microwave,kecil,1,0.2909
1545,latih,11,Microwave,kecil,1,0.2598
1546,latih,11,Microwave,kecil,1,0.3184
1547,latih,11,Microwave,kecil,1,0.3353
1548,latih,11,Microwave,kecil,1,0.2887
1549,latih,11,Microwave,kecil,1,0.3207
1550,latih,11,Microwave,kecil,1,0.4473
1551,latih,11,Microwave,kecil,1,0.4668
1552,latih,11,Microwave,kecil,1,0.3111
1553,latih,11,Microwave,kecil,1,0.406
1554,latih,11,Microwave,kecil,1,0.3362
1555,latih,11,Microwave,kecil,1,0.8457
1556,latih,11,Microwave,kecil,1,0.3807
1557,latih,11,Microwave,kecil,1,0.3139
1558,latih,11,Microwave,kecil,1,0.6347
1559,latih,11,Microwave,kecil,1,0.371
1560,latih,11,Microwave,kecil,1,0.432
1561,latih,11,Microwave,kecil,1,0.4629
1562,latih,11,Microwave,kecil,1,0.3518
1563,latih,11,Microwave,kecil,1,0.3092
1564,latih,11,Microwave,kecil,1,0.3671
1565,latih,11,Microwave,kecil,1,0.7413
1566,latih,11,Microwave,kecil,1,0.451
1567,latih,11,Microwave,kecil,1,0.5634
1568,latih,11,Microwave,kecil,1,0.2522
1569,latih,11,Microwave,kecil,1,0.4495
1570,latih,11,Microwave,kecil,1,0.393
1571,latih,11,Microwave,kecil,1,0.282
1572,latih,11,Microwave,kecil,1,0.2608
1573,latih,11,Microwave,kecil,1,0.4532
1574,latih,11,Microwave,kecil,1,0.4155
1575,latih,11,Microwave,kecil,1,0.8358
1576,latih,11,Microwave,kecil,1,0.4231
1577,latih,11,Microwave,kecil,1,0.373
1578,latih,11,Microwave,kecil,1,0.514
1579,latih,11,Microwave,kecil,1,0.4776
1580,latih,11,Microwave,kecil,1,0.3494
1581,latih,11,Microwave,kecil,1,0.3116
1582,latih,11,Microwave,kecil,1,0.5051
1583,latih,11,Microwave,kecil,1,0.5062
1584,latih,11,Microwave,kecil,1,0.3512
1585,latih,11,Microwave,kecil,1,0.3275
1586,latih,11,Microwave,kecil,1,0.2904
1587,latih,11,Microwave,kecil,1,0.4084
1588,latih,11,Microwave,kecil,1,0.8162
1589,latih,11,Microwave,kecil,1,0.3316
1590,latih,11,Microwave,kecil,1,0.3656
1591,latih,11,Microwave,kecil,1,0.4377
1592,latih,11,Microwave,kecil,1,0.408
1593,latih,11,Microwave,kecil,1,0.3453
1594,latih,11,Microwave,kecil,1,0.3575
1595,latih,11,Microwave,kecil,1,0.4415
1596,latih,11,Microwave,kecil,1,0.827
1597,latih,11,Microwave,kecil,1,0.3037
1598,latih,11,Microwave,kecil,1,0.6794
1599,latih,11,Microwave,kecil,1,0.5826
1600,latih,11,Microwave,kecil,1,0.382
1601,latih,11,Microwave,kecil,1,0.3943
1602,latih,11,Microwave,kecil,1,0.5403
1603,latih,11,Microwave,kecil,1,0.3892
1604,latih,11,Microwave,kecil,1,0.4332
1605,latih,11,Microwave,kecil,1,0.9664
1606,latih,11,Microwave,kecil,1,0.6473
1607,latih,11,Microwave,kecil,1,0.3927
1608,latih,11,Microwave,kecil,1,0.304
1609,latih,11,Microwave,kecil,1,0.3218
1610,latih,11,Microwave,kecil,1,0.2793
1611,latih,11,Microwave,kecil,1,0.3457
1612,latih,11,Microwave,kecil,1,0.4609
1613,latih,11,Microwave,kecil,1,0.9095
1614,latih,5,Pemutar CD/radio,kecil,0,1.039
1615,latih,11,Microwave,kecil,1,0.5414
1616,latih,11,Microwave,kecil,1,0.3137
1617,latih,11,Microwave,kecil,1,0.2803
1618,latih,11,Microwave,kecil,1,0.4042
1619,latih,11,Microwave,kecil,1,0.4196
1620,latih,11,Microwave,kecil,1,0.2944
1621,latih,11,Microwave,kecil,1,0.4979
1622,latih,11,Microwave,kecil,1,0.3723
1623,latih,11,Microwave,kecil,1,0.6591
1624,latih,11,Microwave,kecil,1,0.3186
1625,latih,11,Microwave,kecil,1,0.4086
